PostId,PostTypeId,ParentId,CreationDate,Score,ViewCount,OwnerUserId,OwnerDisplayName,LastActivityDate,LastEditDate,CommentCount,FavouriteCount,QIds,QViewCounts
65748,2,65741,2017-04-13T08:54:58.383,0,,33564,,2017-04-13T09:36:49.250,2017-04-13T09:36:49.250,2,,69866,14466
65999,2,65889,2017-04-19T01:13:55.997,1,,65482,,2017-04-19T01:18:57.520,2017-04-19T01:18:57.520,5,,70239,5937
65977,2,65975,2017-04-18T15:45:40.483,3,,5538,,2017-04-19T12:12:13.723,2017-04-19T12:12:13.723,4,,70335,3809
66385,2,66383,2017-04-27T15:05:04.627,1,,29246,,2017-04-27T15:05:04.627,,2,,70521,3882
83835,2,66540,2018-05-12T05:02:00.163,1,,86240,,2018-07-01T13:27:46.593,2018-07-01T13:27:46.593,1,,70672,706
66578,2,66569,2017-05-02T05:04:03.460,0,,47239,,2017-05-02T05:04:03.460,,1,,70697,2622
72926,2,66611,2017-09-25T02:22:05.907,8,,73841,,2019-10-10T09:15:26.270,2019-10-10T09:15:26.270,1,,70871,219
66762,2,66718,2017-05-06T12:06:42.910,2,,66684,,2017-05-13T19:44:05.993,2017-05-13T19:44:05.993,0,,70913,3118
66888,2,66884,2017-05-10T00:55:59.967,1,,66911,,2017-05-10T00:55:59.967,,0,,70926,450
68357,2,66929,2017-06-12T19:12:08.653,3,,64761,,2017-06-12T19:12:08.653,,0,,70945,14807
66950,2,66949,2017-05-11T05:06:56.213,3,,26308,,2017-05-11T05:06:56.213,,0,,71149,8644
66986,2,66984,2017-05-11T15:22:47.120,1,,13650,,2017-05-11T15:22:47.120,,2,,71162,576
75531,2,67028,2017-11-22T02:29:31.050,1,,76608,,2017-11-23T06:42:06.910,2017-11-23T06:42:06.910,0,,71347,566
70258,2,67364,2017-07-24T20:04:02.333,2,,55740,,2017-07-24T20:04:02.333,,0,,71594,1299
78623,2,67364,2018-01-31T06:32:51.537,2,,80255,,2018-01-31T06:32:51.537,,1,,71638,1928
68108,2,67387,2017-06-07T15:52:34.457,1,,68047,,2017-06-07T15:52:34.457,,1,,71698,553
80003,2,67448,2018-03-06T16:53:21.613,2,,81939,,2018-03-06T16:53:21.613,,0,,71858,10234
67461,2,67452,2017-05-24T16:36:59.717,2,,51777,,2017-05-24T16:36:59.717,,0,,71887,268
67525,2,67510,2017-05-26T06:21:47.300,1,,67409,,2017-09-22T05:41:38.140,2020-06-16T10:47:29.480,0,,71953,5840
67673,2,67641,2017-05-29T13:58:48.087,1,,553,,2017-05-31T15:12:31.657,2017-05-31T15:12:31.657,4,,72022,10527
67687,2,67686,2017-05-29T19:59:50.887,2,,24296,,2017-05-29T20:06:47.517,2017-05-29T20:06:47.517,2,,72103,2208
67709,2,67705,2017-05-30T09:19:43.913,3,,24296,,2017-06-17T17:19:21.573,2017-06-17T17:19:21.573,0,,72118,24462
67830,2,67829,2017-06-01T16:17:18.243,12,,,user67191,2017-06-01T16:17:18.243,,1,,72171,3557
75551,2,67907,2017-11-22T13:14:59.437,4,,75661,,2017-11-22T15:20:04.660,2017-11-22T15:20:04.660,0,,72251,1384
79093,2,67997,2018-02-11T15:51:23.007,1,,72967,,2019-12-23T04:05:01.713,2019-12-23T04:05:01.713,0,,72548,1739
68628,2,68015,2017-06-18T02:48:56.307,1,,64761,,2017-06-18T16:50:36.080,2017-06-18T16:50:36.080,0,,73006,79
68072,2,68044,2017-06-07T00:13:33.220,1,,47239,,2017-06-07T00:13:33.220,,1,,73275,537
68135,2,68127,2017-06-08T05:30:07.967,2,,68416,,2018-07-03T01:46:31.617,2018-07-03T01:46:31.617,1,,73321,1253
68618,2,68304,2017-06-17T21:42:07.887,0,,46418,,2017-06-17T21:42:07.887,,0,,73483,626
92470,2,68325,2018-12-31T13:33:02.410,1,,96816,,2019-01-09T00:47:08.747,2019-01-09T00:47:08.747,0,,73491,1491
68770,2,68699,2017-06-21T06:25:06.723,1,,69039,,2017-06-21T06:25:06.723,,0,,73609,4081
68810,2,68784,2017-06-22T05:03:15.547,0,,47239,,2017-06-22T05:03:15.547,,0,,73710,2141
69367,2,69115,2017-07-04T19:42:03.693,1,,46683,,2017-07-04T19:42:03.693,,0,,73732,73
69724,2,69628,2017-07-12T19:38:04.930,1,,69484,,2017-07-13T14:14:38.227,2017-07-13T14:14:38.227,0,,73749,57635
69652,2,69639,2017-07-11T12:10:36.510,1,,58715,,2017-07-11T12:10:36.510,,0,,73822,932
69783,2,69717,2017-07-14T01:43:04.143,0,,47239,,2017-07-14T01:43:04.143,,0,,73993,807
69869,2,69717,2017-07-16T16:59:23.310,0,,70143,,2017-07-16T16:59:23.310,,0,,74044,2225
88297,2,69866,2018-08-20T05:17:20.997,7,,90885,,2018-08-20T05:17:20.997,,0,,74353,1819
70241,2,70239,2017-07-24T15:02:55.877,1,,59271,,2017-07-24T15:02:55.877,,4,,74492,816
70449,2,70335,2017-07-28T18:34:08.187,4,,10699,,2017-08-07T11:36:11.247,2017-08-07T11:36:11.247,26,,74723,352
70679,2,70521,2017-08-03T08:22:09.817,0,,59948,,2017-08-03T08:22:09.817,,0,,74913,3115
70673,2,70672,2017-08-03T05:44:04.947,0,,30886,,2017-08-03T08:35:10.987,2017-08-03T08:35:10.987,1,,74987,3635
70703,2,70697,2017-08-03T18:08:16.370,1,,42456,,2017-08-03T18:08:16.370,,4,,75039,2090
71071,2,70871,2017-08-11T22:39:25.167,0,,65215,,2017-08-11T22:39:25.167,,2,,75120,5997
70914,2,70913,2017-08-08T14:32:46.497,2,,42456,,2017-08-08T14:37:48.290,2017-08-08T14:37:48.290,0,,75193,853
70944,2,70926,2017-08-09T09:34:57.423,1,,13650,,2017-08-09T09:34:57.423,,1,,75219,6999
70946,2,70945,2017-08-09T09:36:46.260,9,,12404,,2018-02-08T11:20:08.697,2018-02-08T11:20:08.697,0,,75228,14677
71152,2,71149,2017-08-14T09:07:41.140,1,,42456,,2017-08-14T09:07:41.140,,8,,75364,232
71177,2,71162,2017-08-14T21:54:04.877,1,,47239,,2017-08-14T21:54:04.877,,0,,75381,720
71894,2,71347,2017-08-30T12:17:38.453,0,,65955,,2017-08-30T12:17:38.453,,0,,75412,706
71659,2,71594,2017-08-25T00:27:42.840,0,,47239,,2017-08-25T00:27:42.840,,1,,75521,34871
71779,2,71638,2017-08-27T23:56:57.953,0,,17867,,2017-08-27T23:56:57.953,,0,,75802,1242
71699,2,71698,2017-08-25T17:20:44.357,1,,19639,,2017-08-25T17:20:44.357,,0,,75882,1298
72951,2,71858,2017-09-25T15:18:49.797,2,,73863,,2017-09-28T21:01:53.060,2017-09-28T21:01:53.060,4,,75900,1101
71966,2,71887,2017-09-01T03:04:40.817,0,,28470,,2017-09-01T03:04:40.817,,3,,76094,771
71962,2,71953,2017-08-31T23:55:27.700,0,,47239,,2017-08-31T23:55:27.700,,0,,76102,453
74973,2,72022,2017-11-09T11:53:18.147,11,,74960,,2017-11-14T09:08:16.720,2017-11-14T09:08:16.720,6,,76109,11069
72111,2,72103,2017-09-04T20:12:28.280,0,,45831,,2017-09-04T20:56:34.470,2017-09-04T20:56:34.470,4,,76188,26958
118454,2,72118,2020-11-17T19:35:34.987,0,,126933,,2020-11-20T15:16:17.080,2020-11-20T15:16:17.080,0,,76426,595
72198,2,72171,2017-09-07T00:08:36.040,1,,17867,,2017-09-07T00:08:36.040,,6,,76954,3923
72255,2,72251,2017-09-08T12:32:04.907,0,,71214,,2017-09-08T13:21:18.293,2017-09-08T13:21:18.293,0,,77070,8886
72552,2,72548,2017-09-15T16:40:55.200,2,,24224,,2017-09-15T16:40:55.200,,3,,77189,96
73017,2,73006,2017-09-27T16:19:21.087,1,,73879,,2017-09-27T16:40:05.090,2017-09-27T16:40:05.090,0,,77290,1464
73284,2,73275,2017-10-03T11:24:31.853,2,,73879,,2017-10-04T04:59:44.230,2017-10-04T04:59:44.230,9,,77376,884
73324,2,73321,2017-10-04T04:51:17.763,1,,73879,,2017-10-04T04:51:17.763,,2,,77415,408
73495,2,73483,2017-10-08T10:04:17.180,2,,73879,,2017-10-08T10:04:17.180,,0,,77459,776
73493,2,73491,2017-10-08T09:51:30.687,0,,73879,,2017-10-08T09:51:30.687,,0,,77626,1191
79394,2,73609,2018-02-17T19:33:58.390,1,,79684,,2018-02-17T19:33:58.390,,1,,77803,3035
73736,2,73710,2017-10-12T21:42:34.310,1,,66344,,2017-10-12T21:56:46.573,2017-10-12T21:56:46.573,1,,77860,16545
73746,2,73732,2017-10-13T07:23:41.270,1,,42456,,2017-10-14T08:56:40.893,2017-10-14T08:56:40.893,2,,77875,10777
78555,2,73749,2018-01-30T02:52:25.457,3,,80198,,2018-01-30T02:52:25.457,,0,,78136,285
73831,2,73822,2017-10-15T08:22:23.010,2,,13650,,2017-10-15T08:22:23.010,,1,,78346,1509
73994,2,73993,2017-10-19T07:14:31.957,1,,42456,,2017-10-19T07:14:31.957,,3,,78351,4172
74047,2,74044,2017-10-20T10:19:41.370,2,,42456,,2017-10-20T11:18:15.203,2020-06-16T10:47:29.480,4,,78411,9132
74422,2,74353,2017-10-28T21:13:30.187,2,,71180,,2017-10-28T21:13:30.187,,1,,78455,1161
78192,2,74492,2018-01-23T05:32:25.560,0,,79834,,2018-01-23T12:01:57.947,2018-01-23T12:01:57.947,0,,78726,101
90021,2,74723,2018-10-16T16:13:51.320,1,,19949,,2018-10-16T16:13:51.320,,0,,78751,13380
74914,2,74913,2017-11-08T07:51:38.403,5,,70731,,2017-11-08T18:28:21.973,2017-11-08T18:28:21.973,3,,78955,3529
100464,2,74987,2019-07-09T13:45:23.323,2,,105750,,2019-07-09T13:45:23.323,,0,,79127,1085
75040,2,75039,2017-11-11T01:14:11.627,1,,76067,,2017-11-11T01:19:47.827,2017-11-11T01:19:47.827,1,,79186,1257
75152,2,75120,2017-11-13T17:07:02.323,2,,43814,,2017-11-13T17:07:02.323,,0,,79251,4425
82654,2,75193,2018-04-11T13:00:39.373,5,,84930,,2018-04-12T09:17:46.603,2018-04-12T09:17:46.603,0,,79598,8702
75688,2,75219,2017-11-26T04:26:42.463,1,,74822,,2019-09-21T22:44:09.383,2019-09-21T22:44:09.383,0,,80052,407
75377,2,75228,2017-11-18T22:34:35.563,4,,26163,,2017-11-18T22:34:35.563,,0,,80169,1151
75494,2,75364,2017-11-21T13:12:18.583,0,,76426,,2017-11-21T13:12:18.583,,0,,80219,1621
75425,2,75381,2017-11-20T00:05:02.380,1,,62750,,2017-11-20T00:05:02.380,,1,,81465,1000
75678,2,75412,2017-11-25T18:39:15.150,1,,54888,,2017-11-25T18:39:15.150,,0,,81470,358
75543,2,75521,2017-11-22T08:40:39.783,5,,58969,,2017-11-23T21:25:39.493,2017-11-23T21:25:39.493,6,,81687,287
75814,2,75802,2017-11-28T20:29:49.517,2,,5538,,2017-11-28T20:35:16.740,2017-11-28T20:35:16.740,2,,81691,1004
75884,2,75882,2017-11-30T15:55:32.840,0,,13650,,2017-11-30T15:55:32.840,,3,,81715,3245
75885,2,75882,2017-11-30T15:55:51.290,0,,55740,,2017-11-30T15:55:51.290,,5,,81811,286
75903,2,75900,2017-11-30T21:35:31.510,0,,13650,,2017-11-30T21:35:31.510,,1,,81876,18642
76096,2,76094,2017-12-05T18:06:10.443,0,,13650,,2017-12-05T18:06:10.443,,3,,82288,1818
89169,2,76102,2018-09-17T21:54:37.480,1,,91903,,2018-09-17T21:54:37.480,,0,,82686,6265
91438,2,76109,2018-11-30T22:40:05.540,14,,68018,,2018-12-23T06:44:04.623,2020-06-16T10:47:29.480,3,,82796,2241
76264,2,76188,2017-12-09T14:57:42.050,4,,77558,,2017-12-12T13:48:10.427,2017-12-12T13:48:10.427,4,,83004,638
76440,2,76426,2017-12-13T20:38:58.403,3,,71180,,2017-12-13T20:38:58.403,,3,,83110,759
76982,2,76954,2017-12-27T22:57:31.777,1,,8697,,2017-12-27T22:57:31.777,,0,,83405,776
77410,2,77070,2018-01-08T02:56:01.853,4,,74822,,2018-01-08T03:33:04.470,2018-01-08T03:33:04.470,0,,83514,1241
77190,2,77189,2018-01-02T22:58:25.633,1,,13650,,2018-01-02T22:58:25.633,,0,,83583,732
77353,2,77290,2018-01-06T19:05:39.880,2,,13650,,2018-01-06T23:21:52.697,2018-01-06T23:21:52.697,8,,83659,3632
77378,2,77376,2018-01-07T11:56:38.557,1,,13650,,2018-01-07T11:56:38.557,,3,,83687,2342
77419,2,77415,2018-01-08T07:32:53.087,1,,34257,,2018-01-09T07:22:44.387,2018-01-09T07:22:44.387,4,,83966,1838
78140,2,77459,2018-01-22T10:29:07.857,1,,75092,,2018-01-22T10:29:07.857,,0,,84003,401
77631,2,77626,2018-01-12T08:56:53.453,1,,13650,,2018-01-12T08:56:53.453,,0,,84031,304
84869,2,77803,2018-06-11T12:37:24.047,2,,79420,,2018-06-11T12:37:24.047,,0,,84110,39
77911,2,77860,2018-01-17T22:22:17.893,1,,48958,,2018-01-25T17:25:52.450,2018-01-25T17:25:52.450,1,,84119,479
77992,2,77875,2018-01-19T11:21:53.597,0,,64334,,2018-01-19T11:28:06.177,2018-01-19T11:28:06.177,0,,84175,963
78144,2,78136,2018-01-22T12:24:33.280,0,,13650,,2018-01-22T12:24:33.280,,0,,84276,756
78348,2,78346,2018-01-26T02:15:18.743,1,,73672,,2018-01-26T20:15:55.580,2018-01-26T20:15:55.580,0,,84507,2893
78365,2,78351,2018-01-26T15:03:26.957,2,,58316,,2018-01-26T19:48:30.270,2018-01-26T19:48:30.270,8,,84710,3698
78413,2,78411,2018-01-27T20:08:09.280,8,,46241,,2018-06-18T18:36:57.440,2018-06-18T18:36:57.440,4,,84719,79
98063,2,78455,2019-04-30T09:19:22.733,1,,15108,,2019-04-30T09:19:22.733,,0,,84776,326
78735,2,78726,2018-02-02T16:23:34.677,0,,61400,,2018-02-02T16:23:34.677,,1,,84797,362
78797,2,78751,2018-02-04T13:04:36.303,6,,58715,,2018-02-04T13:22:42.503,2018-02-04T13:22:42.503,1,,84855,671
78957,2,78955,2018-02-07T17:19:11.800,1,,79866,,2018-02-07T17:19:11.800,,0,,84949,496
79128,2,79127,2018-02-12T14:11:12.503,2,,13650,,2018-02-12T14:11:12.503,,6,,85015,3623
79213,2,79186,2018-02-14T06:21:37.563,1,,47239,,2018-02-14T06:21:37.563,,0,,85039,846
79258,2,79251,2018-02-15T09:58:34.647,1,,77765,,2018-02-15T09:58:34.647,,0,,85061,202
79612,2,79598,2018-02-23T09:12:52.180,2,,81352,,2018-05-22T09:16:04.363,2018-05-22T09:16:04.363,1,,85096,734
106148,2,79598,2019-12-08T22:10:58.170,0,,112039,,2019-12-08T22:39:04.420,2019-12-08T22:39:04.420,1,,85138,138
80054,2,80052,2018-03-07T21:14:43.840,1,,82005,,2018-03-07T23:08:23.040,2018-03-07T23:08:23.040,2,,85408,10651
80228,2,80169,2018-03-12T07:38:53.350,1,,37514,,2018-03-12T07:38:53.350,,0,,85415,34664
117156,2,80219,2020-09-26T09:41:34.323,2,,121848,,2020-09-26T09:41:34.323,,1,,85489,1999
81492,2,81465,2018-03-18T10:23:59.023,1,,54793,,2018-03-18T10:29:24.420,2018-03-18T10:29:24.420,0,,85515,478
81496,2,81470,2018-03-18T11:12:53.937,0,,82473,,2018-03-18T11:12:53.937,,0,,85621,4685
81800,2,81687,2018-03-25T11:34:44.223,2,,66952,,2018-03-25T11:40:28.310,2018-03-25T11:40:28.310,0,,85678,272
81897,2,81691,2018-03-27T11:01:29.003,0,,83532,,2018-03-27T11:01:29.003,,0,,85845,2252
81747,2,81715,2018-03-23T22:45:41.677,2,,81344,,2020-03-03T22:49:28.327,2020-03-03T22:49:28.327,1,,85933,350
81830,2,81811,2018-03-26T02:32:50.787,0,,75152,,2018-03-26T02:32:50.787,,1,,87039,98
81885,2,81876,2018-03-27T01:23:03.023,7,,79866,,2019-09-30T17:32:54.137,2019-09-30T17:32:54.137,3,,87203,76
84082,2,82288,2018-05-19T14:01:35.087,0,,84548,,2018-05-19T14:01:35.087,,0,,87297,112
98906,2,82686,2019-05-23T21:36:04.657,4,,102884,,2019-05-23T21:36:04.657,,0,,87410,459
85368,2,82796,2018-06-26T15:15:03.943,0,,87927,,2018-06-29T10:27:05.927,2018-06-29T10:27:05.927,3,,87601,112
83493,2,83004,2018-05-01T23:37:56.750,0,,85833,,2018-05-01T23:37:56.750,,1,,87846,16253
95654,2,83110,2019-03-22T08:28:28.877,2,,6793,,2019-03-22T08:28:28.877,,1,,87959,200
83442,2,83405,2018-04-30T11:19:16.823,0,,69698,,2018-06-17T07:23:01.650,2018-06-17T07:23:01.650,1,,88105,593
95170,2,83514,2019-03-10T13:15:21.043,0,,99948,,2019-03-14T22:05:19.363,2019-03-14T22:05:19.363,1,,88107,2218
83653,2,83583,2018-05-06T18:10:17.683,1,,17798,,2018-05-06T18:10:17.683,,2,,88173,256
83768,2,83659,2018-05-10T01:33:09.563,3,,79866,,2018-05-10T08:28:13.957,2018-05-10T08:28:13.957,3,,88214,24648
83693,2,83687,2018-05-07T18:23:35.460,1,,78211,,2018-05-08T14:15:13.593,2018-05-08T14:15:13.593,6,,88469,558
100630,2,83966,2019-07-13T15:06:16.607,0,,54727,,2019-07-13T15:06:16.607,,2,,88849,2897
84005,2,84003,2018-05-17T10:52:21.843,1,,85200,,2018-05-17T10:52:21.843,,2,,88954,10887
84037,2,84031,2018-05-18T10:46:43.953,0,,79866,,2018-05-18T11:09:18.370,2018-05-18T11:09:18.370,1,,89010,576
94165,2,84110,2019-02-12T19:45:49.880,1,,92349,,2019-02-12T19:45:49.880,,0,,89063,2465
84155,2,84119,2018-05-21T15:40:53.430,0,,79866,,2018-05-21T15:40:53.430,,0,,89072,1460
117951,2,84175,2020-10-29T02:00:13.127,1,,126326,,2020-10-29T02:00:13.127,,0,,89106,721
84314,2,84276,2018-05-26T03:59:53.303,2,,85144,,2018-05-29T05:30:36.580,2018-05-29T05:30:36.580,1,,89113,326
84514,2,84507,2018-05-31T15:12:43.907,1,,71214,,2018-05-31T15:12:43.907,,1,,89233,1293
84722,2,84710,2018-06-06T13:20:19.920,0,,87217,,2018-06-06T13:20:19.920,,9,,89301,602
84720,2,84719,2018-06-06T12:25:26.077,2,,5538,,2018-06-06T14:44:53.167,2020-06-16T10:47:29.480,3,,89354,333
84779,2,84776,2018-06-08T09:01:17.933,4,,80556,,2018-06-10T09:52:09.780,2018-06-10T09:52:09.780,13,,89559,128
84806,2,84797,2018-06-09T09:32:25.793,4,,77745,,2018-06-09T09:42:56.833,2018-06-09T09:42:56.833,2,,89670,351
84865,2,84855,2018-06-11T10:39:42.493,1,,58715,,2018-06-11T11:36:33.460,2018-06-11T11:36:33.460,6,,89762,452
94979,2,84949,2019-03-05T22:06:41.603,1,,2895,,2019-03-05T22:06:41.603,,0,,89826,546
85016,2,85015,2018-06-15T00:08:46.340,11,,8697,,2020-06-02T04:46:30.907,2020-06-02T04:46:30.907,1,,89849,429
85049,2,85039,2018-06-15T23:51:42.343,1,,78211,,2018-06-15T23:51:42.343,,0,,89865,178
94999,2,85061,2019-03-06T14:38:39.650,0,,77335,,2019-03-06T14:38:39.650,,0,,89881,2453
85204,2,85096,2018-06-21T04:33:14.083,0,,71063,,2018-06-21T04:33:14.083,,0,,90034,39
85142,2,85138,2018-06-19T10:28:24.157,0,,70731,,2018-06-19T10:28:24.157,,1,,90097,691
85410,2,85408,2018-06-27T23:47:19.463,2,,79866,,2018-06-28T09:11:18.950,2018-06-28T09:11:18.950,3,,90267,14566
85417,2,85415,2018-06-28T06:29:14.167,2,,8697,,2018-06-28T06:29:14.167,,2,,90423,285
85510,2,85489,2018-07-01T13:11:55.077,1,,84747,,2018-07-01T13:11:55.077,,0,,90779,2239
86003,2,85515,2018-07-13T22:35:44.467,0,,13441,,2018-07-13T22:35:44.467,,0,,90932,912
85684,2,85621,2018-07-06T01:55:32.983,1,,79866,,2019-02-10T00:49:00.373,2019-02-10T00:49:00.373,0,,91410,1974
85734,2,85678,2018-07-07T11:58:08.180,1,,54793,,2018-07-07T11:58:08.180,,0,,91444,914
85850,2,85845,2018-07-10T17:33:38.880,0,,33810,,2018-07-10T17:33:38.880,,0,,92116,825
85952,2,85933,2018-07-12T19:49:51.643,1,,88496,,2018-07-12T19:49:51.643,,3,,92118,153
87041,2,87039,2018-07-15T09:19:15.073,2,,79267,,2018-07-15T09:19:15.073,,0,,92196,499
87219,2,87203,2018-07-20T11:05:55.390,0,,89749,,2018-07-20T11:12:10.703,2018-07-20T11:12:10.703,0,,92618,1637
87318,2,87297,2018-07-24T01:38:02.457,2,,50357,,2018-07-24T01:38:02.457,,0,,92621,82
87433,2,87410,2018-07-27T00:37:34.250,1,,26774,,2018-07-27T00:37:34.250,,0,,92736,6590
87637,2,87601,2018-08-01T20:40:54.820,0,,90194,,2018-08-01T20:40:54.820,,1,,92755,381
87638,2,87601,2018-08-01T20:44:23.653,0,,64792,,2018-08-01T20:44:23.653,,0,,92926,4670
87865,2,87846,2018-08-08T09:20:52.557,9,,58316,,2018-08-08T09:20:52.557,,1,,93005,235
87965,2,87959,2018-08-10T23:40:35.143,1,,69725,,2018-08-11T07:37:55.360,2018-08-11T07:37:55.360,0,,93122,375
88118,2,88105,2018-08-15T00:47:08.807,1,,75661,,2018-08-15T00:47:08.807,,0,,93336,3230
88110,2,88107,2018-08-14T22:28:59.123,2,,42282,,2018-08-14T23:52:55.400,2018-08-14T23:52:55.400,0,,93737,1168
88188,2,88173,2018-08-16T16:55:25.353,2,,90592,,2018-08-21T17:51:57.593,2018-08-21T17:51:57.593,0,,93789,1309
88234,2,88214,2018-08-17T21:49:25.900,38,,79866,,2020-11-20T21:01:03.383,2020-11-20T21:01:03.383,17,,93883,450
88471,2,88469,2018-08-25T05:00:10.653,2,,71180,,2018-08-25T05:18:45.280,2018-08-25T05:18:45.280,12,,94005,2279
88866,2,88849,2018-09-06T11:19:09.237,0,,,user83779,2018-09-06T11:19:09.237,,6,,94273,176
88955,2,88954,2018-09-10T13:54:28.030,20,,79866,,2020-08-20T23:45:20.583,2020-08-20T23:45:20.583,21,,94392,739
89011,2,89010,2018-09-12T18:04:11.887,1,,19949,,2018-09-12T18:04:11.887,,1,,94667,987
89078,2,89063,2018-09-15T06:35:11.747,1,,37057,,2018-09-16T10:30:31.053,2018-09-16T10:30:31.053,6,,95010,42
89079,2,89072,2018-09-15T07:56:27.353,2,,13650,,2018-09-15T07:56:27.353,,2,,95122,428
89109,2,89106,2018-09-16T01:19:28.297,1,,54793,,2018-09-16T02:13:19.300,2018-09-16T02:13:19.300,9,,95236,2410
89185,2,89113,2018-09-18T13:40:50.150,0,,5538,,2018-09-18T13:40:50.150,,1,,95292,1149
89266,2,89233,2018-09-20T22:17:21.650,1,,79866,,2018-09-21T09:03:42.520,2018-09-21T09:03:42.520,2,,95470,1406
90886,2,89301,2018-11-13T17:39:48.897,1,,64761,,2018-11-21T01:22:40.547,2018-11-21T01:22:40.547,0,,95806,464
92797,2,89301,2019-01-08T03:27:21.293,1,,8697,,2019-01-11T00:25:59.483,2019-01-11T00:25:59.483,0,,95953,63
89379,2,89354,2018-09-25T20:24:28.370,0,,75152,,2018-09-25T20:24:28.370,,0,,96205,1896
89572,2,89559,2018-10-02T19:06:52.910,1,,79866,,2019-01-20T21:55:21.393,2019-01-20T21:55:21.393,0,,96210,6318
89677,2,89670,2018-10-05T11:57:08.810,1,,92491,,2018-10-05T11:57:08.810,,0,,96408,178
90104,2,89762,2018-10-18T22:39:58.240,1,,47239,,2018-10-18T22:39:58.240,,0,,96423,1063
94484,2,89826,2019-02-21T21:35:35.670,1,,79866,,2019-02-21T21:35:35.670,,0,,96592,1613
89856,2,89849,2018-10-11T07:59:44.007,2,,13650,,2018-10-11T07:59:44.007,,0,,96653,12477
89867,2,89865,2018-10-11T17:12:05.840,6,,92485,,2018-10-11T17:12:05.840,,0,,96677,774
90588,2,89881,2018-11-04T01:54:57.440,1,,67097,,2018-11-04T02:03:44.467,2018-11-04T02:03:44.467,0,,96716,270
90039,2,90034,2018-10-16T22:36:30.717,1,,91495,,2018-10-17T06:26:11.463,2018-10-17T06:26:11.463,0,,97961,1525
90098,2,90097,2018-10-18T21:01:38.400,1,,64799,,2018-10-18T21:01:38.400,,0,,98090,449
